ngrams,class
"LogicalExpression ConditionalExpression SequenceExpression CallExpression
",1
"SequenceExpression LogicalExpression ConditionalExpression SequenceExpression
",1
"ConditionalExpression SequenceExpression CallExpression MemberExpression
",1
"ConditionalExpression SequenceExpression AssignmentExpression Identifier
",1
"LogicalExpression ConditionalExpression SequenceExpression AssignmentExpression
",1
"LogicalExpression LogicalExpression LogicalExpression UnaryExpression
",1
"LogicalExpression AssignmentExpression CallExpression Identifier
",1
"VariableDeclaration VariableDeclarator LogicalExpression ObjectExpression
",1
"BlockStatement ForInStatement ExpressionStatement LogicalExpression
",1
"FunctionDeclaration BlockStatement ForInStatement ExpressionStatement
",1
"ForInStatement ExpressionStatement LogicalExpression BinaryExpression
",1
"AssignmentExpression MemberExpression ConditionalExpression MemberExpression
",1
"ForInStatement ExpressionStatement LogicalExpression AssignmentExpression
",1
"LogicalExpression AssignmentExpression MemberExpression ConditionalExpression
",1
"MemberExpression ConditionalExpression MemberExpression Identifier
",1
"AssignmentExpression MemberExpression ConditionalExpression Identifier
",1
"AssignmentExpression MemberExpression ConditionalExpression LogicalExpression
",1
"MemberExpression ConditionalExpression LogicalExpression AssignmentExpression
",1
"LogicalExpression AssignmentExpression ObjectExpression Program
",1
"LogicalExpression CallExpression UnaryExpression Literal
",1
"LogicalExpression AssignmentExpression MemberExpression MemberExpression
",1
"WhileStatement BinaryExpression MemberExpression Identifier
",1
"BlockStatement WhileStatement BinaryExpression MemberExpression
",1
"WhileStatement BinaryExpression Literal Program
",1
"WhileStatement ExpressionStatement SequenceExpression CallExpression
",1
"BlockStatement WhileStatement ExpressionStatement SequenceExpression
",1
"WhileStatement ExpressionStatement SequenceExpression LogicalExpression
",1
"LogicalExpression AssignmentExpression LogicalExpression MemberExpression
",1
"BlockStatement IfStatement ForInStatement Identifier
",1
"BlockStatement IfStatement ForInStatement IfStatement
",1
"ForInStatement IfStatement LogicalExpression MemberExpression
",1
"FunctionDeclaration BlockStatement IfStatement ForInStatement
",1
"IfStatement ForInStatement IfStatement LogicalExpression
",1
"ForInStatement IfStatement LogicalExpression CallExpression
",1
"LogicalExpression CallExpression MemberExpression MemberExpression
",1
"IfStatement LogicalExpression CallExpression MemberExpression
",1
"IfStatement ForInStatement IfStatement BlockStatement
",1
"ForInStatement IfStatement BlockStatement ExpressionStatement
",1
"LogicalExpression UnaryExpression MemberExpression Literal
",1
"LogicalExpression MemberExpression BinaryExpression BinaryExpression
",1
"IfStatement LogicalExpression MemberExpression BinaryExpression
",1
"MemberExpression BinaryExpression BinaryExpression Literal
",1
"LogicalExpression MemberExpression BinaryExpression MemberExpression
",1
"MemberExpression BinaryExpression MemberExpression Literal
",1
"ForInStatement BlockStatement ExpressionStatement LogicalExpression
",1
"IfStatement ReturnStatement SequenceExpression LogicalExpression
",1
"LogicalExpression BinaryExpression MemberExpression Literal
",1
"ReturnStatement SequenceExpression LogicalExpression CallExpression
",1
"IfStatement ReturnStatement SequenceExpression MemberExpression
",1
"SequenceExpression MemberExpression Identifier Program
",1
"IfStatement ForInStatement MemberExpression Identifier
",1
"BlockStatement IfStatement ForInStatement MemberExpression
",1
"IfStatement ForInStatement ExpressionStatement AssignmentExpression
",1
"BlockStatement IfStatement ForInStatement ExpressionStatement
",1
"AssignmentExpression MemberExpression UpdateExpression Identifier
",1
"BlockStatement ForStatement IfStatement BinaryExpression
",1
"FunctionDeclaration BlockStatement ForStatement IfStatement
",1
"ForStatement IfStatement BinaryExpression Literal
",1
"BlockStatement ForStatement IfStatement BlockStatement
",1
"ForStatement IfStatement BlockStatement IfStatement
",1
"AssignmentExpression LogicalExpression MemberExpression BinaryExpression
",1
"LogicalExpression MemberExpression BinaryExpression Identifier
",1
"IfStatement BlockStatement IfStatement ForInStatement
",1
"IfStatement ForInStatement BlockStatement ExpressionStatement
",1
"BlockStatement IfStatement ForInStatement BlockStatement
",1
"IfStatement ForInStatement BlockStatement IfStatement
",1
"LogicalExpression MemberExpression BinaryExpression Literal
",1
"MemberExpression BinaryExpression MemberExpression Identifier
",1
"BlockStatement ExpressionStatement ConditionalExpression AssignmentExpression
",1
"ConditionalExpression AssignmentExpression Identifier Program
",1
"ExpressionStatement ConditionalExpression AssignmentExpression MemberExpression
",1
"ExpressionStatement ConditionalExpression LogicalExpression BinaryExpression
",1
"BlockStatement ExpressionStatement ConditionalExpression LogicalExpression
",1
"ConditionalExpression LogicalExpression SequenceExpression AssignmentExpression
",1
"ExpressionStatement ConditionalExpression LogicalExpression SequenceExpression
",1
"LogicalExpression SequenceExpression AssignmentExpression MemberExpression
",1
"LogicalExpression SequenceExpression CallExpression MemberExpression
",1
"LogicalExpression SequenceExpression CallExpression UpdateExpression
",1
"CallExpression UpdateExpression Identifier Program
",1
"LogicalExpression SequenceExpression CallExpression Literal
",1
"ConditionalExpression LogicalExpression SequenceExpression CallExpression
",1
"IfStatement LogicalExpression MemberExpression Literal
",1
"IfStatement IfStatement ExpressionStatement AssignmentExpression
",1
"BlockStatement IfStatement IfStatement TryStatement
",1
"IfStatement TryStatement BlockStatement ExpressionStatement
",1
"IfStatement IfStatement TryStatement BlockStatement
",1
"IfStatement IfStatement TryStatement CatchClause
",1
"IfStatement TryStatement CatchClause BlockStatement
",1
"CatchClause BlockStatement ReturnStatement ObjectExpression
",1
"ObjectExpression Property ConditionalExpression Identifier
",1
"ReturnStatement ObjectExpression Property ConditionalExpression
",1
"Property ConditionalExpression BinaryExpression BinaryExpression
",1
"ForStatement IfStatement BlockStatement ExpressionStatement
",1
"TryStatement BlockStatement ReturnStatement NewExpression
",1
"ReturnStatement NewExpression Literal Program
",1
"ReturnStatement SequenceExpression CallExpression FunctionExpression
",1
"ReturnStatement SequenceExpression CallExpression Literal
",1
"VariableDeclarator CallExpression MemberExpression LogicalExpression
",1
"MemberExpression LogicalExpression ArrayExpression Program
",1
"FunctionExpression BlockStatement ForStatement IfStatement
",1
"ForStatement IfStatement CallExpression MemberExpression
",1
"BlockStatement ForStatement IfStatement CallExpression
",1
"ForStatement IfStatement CallExpression Identifier
",1
"BlockStatement ForStatement IfStatement ReturnStatement
",1
"VariableDeclarator LogicalExpression BinaryExpression Identifier
",1
"VariableDeclarator LogicalExpression BinaryExpression MemberExpression
",1
"BlockStatement ForStatement ExpressionStatement CallExpression
",1
"FunctionExpression BlockStatement ForStatement ExpressionStatement
",1
"ForStatement ExpressionStatement CallExpression Identifier
",1
"ReturnStatement SequenceExpression CallExpression ArrayExpression
",1
"ReturnStatement SequenceExpression ConditionalExpression LogicalExpression
",1
"BlockStatement ReturnStatement SequenceExpression ConditionalExpression
",1
"SequenceExpression ConditionalExpression LogicalExpression BinaryExpression
",1
"ReturnStatement SequenceExpression ConditionalExpression Identifier
",1
"SequenceExpression ConditionalExpression SequenceExpression CallExpression
",1
"ReturnStatement SequenceExpression ConditionalExpression SequenceExpression
",1
"ConditionalExpression SequenceExpression CallExpression ArrayExpression
",1
"ConditionalExpression SequenceExpression UnaryExpression Literal
",1
"VariableDeclarator CallExpression ObjectExpression Property
",1
"CallExpression ObjectExpression Property CallExpression
",1
"Property CallExpression ObjectExpression Program
",1
"ObjectExpression Property CallExpression UnaryExpression
",1
"Property CallExpression ObjectExpression Property
",1
"ObjectExpression Property LogicalExpression Identifier
",1
"ObjectExpression Property LogicalExpression CallExpression
",1
"CallExpression ObjectExpression Property ArrayExpression
",1
"Property ArrayExpression Program ExpressionStatement
",1
"CallExpression ObjectExpression Property FunctionExpression
",1
"VariableDeclaration VariableDeclarator CallExpression LogicalExpression
",1
"CallExpression LogicalExpression MemberExpression MemberExpression
",1
"VariableDeclarator CallExpression LogicalExpression MemberExpression
",1
"ReturnStatement SequenceExpression Identifier Program
",1
"VariableDeclarator ConditionalExpression MemberExpression MemberExpression
",1
"ForStatement ExpressionStatement CallExpression Literal
",1
"ReturnStatement SequenceExpression ConditionalExpression CallExpression
",1
"SequenceExpression ConditionalExpression CallExpression ArrayExpression
",1
"SequenceExpression ConditionalExpression CallExpression MemberExpression
",1
"SequenceExpression ConditionalExpression CallExpression Identifier
",1
"ConditionalExpression CallExpression ArrayExpression Identifier
",1
"ForStatement BlockStatement IfStatement Identifier
",1
"CallExpression CallExpression ObjectExpression Property
",1
"ObjectExpression Property MemberExpression MemberExpression
",1
"SequenceExpression CallExpression CallExpression ObjectExpression
",1
"SequenceExpression CallExpression MemberExpression CallExpression
",1
"ForInStatement BlockStatement ExpressionStatement SequenceExpression
",1
"SequenceExpression LogicalExpression SequenceExpression AssignmentExpression
",1
"ExpressionStatement SequenceExpression LogicalExpression SequenceExpression
",1
"LogicalExpression SequenceExpression AssignmentExpression AssignmentExpression
",1
"AssignmentExpression AssignmentExpression MemberExpression Literal
",1
"LogicalExpression SequenceExpression UnaryExpression MemberExpression
",1
"IfStatement BlockStatement ForInStatement ExpressionStatement
",1
"ForInStatement ExpressionStatement LogicalExpression SequenceExpression
",1
"ExpressionStatement SequenceExpression LogicalExpression MemberExpression
",1
"LogicalExpression SequenceExpression AssignmentExpression CallExpression
",1
"SequenceExpression LogicalExpression SequenceExpression LogicalExpression
",1
"SequenceExpression LogicalExpression BinaryExpression MemberExpression
",1
"LogicalExpression SequenceExpression LogicalExpression BinaryExpression
",1
"LogicalExpression SequenceExpression LogicalExpression SequenceExpression
",1
"SequenceExpression LogicalExpression SequenceExpression UpdateExpression
",1
"SequenceExpression UpdateExpression MemberExpression Identifier
",1
"SequenceExpression LogicalExpression SequenceExpression CallExpression
",1
"ExpressionStatement SequenceExpression UpdateExpression MemberExpression
",1
"LogicalExpression SequenceExpression CallExpression FunctionExpression
",1
"BlockStatement ExpressionStatement SequenceExpression UpdateExpression
",1
"SequenceExpression LogicalExpression MemberExpression CallExpression
",1
"LogicalExpression MemberExpression CallExpression Literal
",1
"ExpressionStatement SequenceExpression LogicalExpression LogicalExpression
",1
"SequenceExpression AssignmentExpression ArrayExpression MemberExpression
",1
"LogicalExpression SequenceExpression AssignmentExpression ArrayExpression
",1
"AssignmentExpression ArrayExpression MemberExpression Identifier
",1
"LogicalExpression SequenceExpression LogicalExpression LogicalExpression
",1
"LogicalExpression LogicalExpression BinaryExpression CallExpression
",1
"ConditionalExpression LogicalExpression UnaryExpression MemberExpression
",1
"LogicalExpression SequenceExpression LogicalExpression ConditionalExpression
",1
"LogicalExpression ConditionalExpression LogicalExpression BinaryExpression
",1
"ConditionalExpression LogicalExpression BinaryExpression CallExpression
",1
"SequenceExpression LogicalExpression ConditionalExpression AssignmentExpression
",1
"ConditionalExpression AssignmentExpression Literal Program
",1
"LogicalExpression ConditionalExpression AssignmentExpression MemberExpression
",1
"LogicalExpression ConditionalExpression AssignmentExpression Literal
",1
"LogicalExpression SequenceExpression LogicalExpression MemberExpression
",1
"SequenceExpression LogicalExpression MemberExpression MemberExpression
",1
"LogicalExpression SequenceExpression LogicalExpression CallExpression
",1
"LogicalExpression CallExpression FunctionExpression BlockStatement
",1
"SequenceExpression LogicalExpression CallExpression FunctionExpression
",1
"SequenceExpression AssignmentExpression LogicalExpression BinaryExpression
",1
"AssignmentExpression LogicalExpression BinaryExpression Literal
",1
"BlockStatement IfStatement BinaryExpression ConditionalExpression
",1
"IfStatement BinaryExpression ConditionalExpression Literal
",1
"IfStatement BlockStatement IfStatement ContinueStatement
",1
"AssignmentExpression LogicalExpression CallExpression Literal
",1
"LogicalExpression CallExpression ObjectExpression Program
",1
"ExpressionStatement SequenceExpression LogicalExpression Identifier
",1
"SequenceExpression LogicalExpression AssignmentExpression UnaryExpression
",1
"AssignmentExpression UnaryExpression Identifier Program
",1
"ExpressionStatement SequenceExpression ConditionalExpression Identifier
",1
"ExpressionStatement SequenceExpression ConditionalExpression CallExpression
",1
"BlockStatement ForInStatement ExpressionStatement CallExpression
",1
"ForInStatement ExpressionStatement CallExpression MemberExpression
",1
"IfStatement BlockStatement ForStatement ExpressionStatement
",1
"AssignmentExpression CallExpression ConditionalExpression Identifier
",1
"AssignmentExpression CallExpression ConditionalExpression MemberExpression
",1
"SequenceExpression AssignmentExpression CallExpression ConditionalExpression
",1
"AssignmentExpression CallExpression ConditionalExpression Literal
",1
"LogicalExpression SequenceExpression LogicalExpression Identifier
",1
"LogicalExpression SequenceExpression AssignmentExpression ConditionalExpression
",1
"AssignmentExpression ConditionalExpression LogicalExpression BinaryExpression
",1
"SequenceExpression AssignmentExpression ConditionalExpression LogicalExpression
",1
"SequenceExpression AssignmentExpression ConditionalExpression Literal
",1
"NewExpression MemberExpression MemberExpression Identifier
",1
"FunctionDeclaration BlockStatement ReturnStatement NewExpression
",1
"ForStatement BinaryExpression Literal Program
",1
"AssignmentExpression MemberExpression BinaryExpression Literal
",1
"AssignmentExpression AssignmentExpression MemberExpression BinaryExpression
",1
"SequenceExpression LogicalExpression AssignmentExpression AssignmentExpression
",1
"ReturnStatement ConditionalExpression ConditionalExpression BinaryExpression
",1
"ConditionalExpression ConditionalExpression LogicalExpression MemberExpression
",1
"ReturnStatement ConditionalExpression ConditionalExpression LogicalExpression
",1
"ReturnStatement CallExpression MemberExpression BinaryExpression
",1
"BlockStatement ExpressionStatement ConditionalExpression MemberExpression
",1
"ExpressionStatement ConditionalExpression MemberExpression Identifier
",1
"BlockStatement ExpressionStatement ConditionalExpression SequenceExpression
",1
"ExpressionStatement ConditionalExpression SequenceExpression CallExpression
",1
"ConditionalExpression SequenceExpression CallExpression Literal
",1
"ConditionalExpression SequenceExpression CallExpression Identifier
",1
"ConditionalExpression SequenceExpression CallExpression UnaryExpression
",1
"AssignmentExpression AssignmentExpression ObjectExpression Property
",1
"SequenceExpression AssignmentExpression AssignmentExpression ObjectExpression
",1
"BlockStatement IfStatement ReturnStatement ThisExpression
",1
"IfStatement ReturnStatement SequenceExpression AssignmentExpression
",1
"ReturnStatement SequenceExpression AssignmentExpression AssignmentExpression
",1
"SequenceExpression AssignmentExpression MemberExpression ThisExpression
",1
"ExpressionStatement ConditionalExpression LogicalExpression LogicalExpression
",1
"ExpressionStatement ConditionalExpression AssignmentExpression ArrayExpression
",1
"AssignmentExpression ArrayExpression Identifier Program
",1
"ExpressionStatement ConditionalExpression AssignmentExpression Identifier
",1
"ConditionalExpression AssignmentExpression CallExpression MemberExpression
",1
"ExpressionStatement ConditionalExpression AssignmentExpression CallExpression
",1
"ConditionalExpression AssignmentExpression CallExpression Identifier
",1
"LogicalExpression LogicalExpression MemberExpression Literal
",1
"BlockStatement IfStatement MemberExpression Literal
",1
"ReturnStatement SequenceExpression AssignmentExpression ConditionalExpression
",1
"AssignmentExpression ConditionalExpression MemberExpression Literal
",1
"SequenceExpression AssignmentExpression ConditionalExpression Identifier
",1
"SequenceExpression AssignmentExpression CallExpression UnaryExpression
",1
"SequenceExpression LogicalExpression CallExpression UnaryExpression
",1
"SequenceExpression CallExpression ThisExpression Program
",1
"IfStatement BlockStatement ReturnStatement SequenceExpression
",1
"BlockStatement ReturnStatement SequenceExpression ThisExpression
",1
"BlockStatement ReturnStatement ConditionalExpression LogicalExpression
",1
"ConditionalExpression CallExpression MemberExpression LogicalExpression
",1
"MemberExpression LogicalExpression Identifier Program
",1
"IfStatement BlockStatement ReturnStatement ConditionalExpression
",1
"CallExpression MemberExpression LogicalExpression Identifier
",1
"ReturnStatement ConditionalExpression SequenceExpression LogicalExpression
",1
"BlockStatement ReturnStatement ConditionalExpression SequenceExpression
",1
"ConditionalExpression SequenceExpression LogicalExpression SequenceExpression
",1
"ReturnStatement ConditionalExpression SequenceExpression CallExpression
",1
"ConditionalExpression SequenceExpression CallExpression ThisExpression
",1
"ReturnStatement ConditionalExpression ConditionalExpression MemberExpression
",1
"ConditionalExpression MemberExpression BinaryExpression MemberExpression
",1
"ConditionalExpression MemberExpression BinaryExpression Identifier
",1
"ConditionalExpression ConditionalExpression MemberExpression ThisExpression
",1
"SequenceExpression AssignmentExpression ThisExpression Program
",1
"ReturnStatement SequenceExpression ConditionalExpression BinaryExpression
",1
"ReturnStatement SequenceExpression ConditionalExpression AssignmentExpression
",1
"SequenceExpression ConditionalExpression AssignmentExpression MemberExpression
",1
"ConditionalExpression AssignmentExpression BinaryExpression BinaryExpression
",1
"SequenceExpression ConditionalExpression AssignmentExpression BinaryExpression
",1
"BinaryExpression BinaryExpression ConditionalExpression MemberExpression
",1
"AssignmentExpression BinaryExpression BinaryExpression ConditionalExpression
",1
"ConditionalExpression AssignmentExpression BinaryExpression Identifier
",1
"SequenceExpression ConditionalExpression LogicalExpression Identifier
",1
"SequenceExpression ConditionalExpression LogicalExpression AssignmentExpression
",1
"ConditionalExpression LogicalExpression AssignmentExpression BinaryExpression
",1
"SequenceExpression AssignmentExpression UnaryExpression Identifier
",1
"SequenceExpression ConditionalExpression BinaryExpression UnaryExpression
",1
"ConditionalExpression CallExpression MemberExpression ThisExpression
",1
"SequenceExpression ConditionalExpression CallExpression BinaryExpression
",1
"ReturnStatement CallExpression CallExpression ThisExpression
",1
"CallExpression CallExpression FunctionExpression Identifier
",1
"CallExpression CallExpression FunctionExpression BlockStatement
",1
"ReturnStatement CallExpression CallExpression FunctionExpression
",1
"ReturnStatement LogicalExpression MemberExpression ThisExpression
",1
"ReturnStatement LogicalExpression CallExpression Literal
",1
"Property MemberExpression ArrayExpression Program
",1
"AssignmentExpression AssignmentExpression MemberExpression MemberExpression
",1
"SequenceExpression AssignmentExpression AssignmentExpression FunctionExpression
",1
"VariableDeclarator LogicalExpression MemberExpression Literal
",1
"VariableDeclarator LogicalExpression ObjectExpression Program
",1
"SequenceExpression LogicalExpression BinaryExpression UnaryExpression
",1
"LogicalExpression SequenceExpression AssignmentExpression LogicalExpression
",1
"AssignmentExpression LogicalExpression MemberExpression Literal
",1
"LogicalExpression SequenceExpression AssignmentExpression Literal
",1
"LogicalExpression SequenceExpression UpdateExpression Identifier
",1
"IfStatement BinaryExpression AssignmentExpression Identifier
",1
"IfStatement BinaryExpression AssignmentExpression MemberExpression
",1
"ForStatement IfStatement BinaryExpression AssignmentExpression
",1
"BinaryExpression AssignmentExpression MemberExpression Identifier
",1
"ForStatement IfStatement ForInStatement Identifier
",1
"BlockStatement ForStatement IfStatement ForInStatement
",1
"ForStatement IfStatement ForInStatement BlockStatement
",1
"ConditionalExpression LogicalExpression LogicalExpression Identifier
",1
"ConditionalExpression LogicalExpression LogicalExpression CallExpression
",1
"ForInStatement BlockStatement ExpressionStatement ConditionalExpression
",1
"LogicalExpression LogicalExpression AssignmentExpression Identifier
",1
"ConditionalExpression LogicalExpression LogicalExpression AssignmentExpression
",1
"LogicalExpression LogicalExpression AssignmentExpression CallExpression
",1
"ConditionalExpression SequenceExpression ConditionalExpression Identifier
",1
"ConditionalExpression SequenceExpression ConditionalExpression SequenceExpression
",1
"ConditionalExpression SequenceExpression AssignmentExpression UnaryExpression
",1
"ExpressionStatement ConditionalExpression SequenceExpression ConditionalExpression
",1
"ConditionalExpression LogicalExpression CallExpression Identifier
",1
"ConditionalExpression SequenceExpression AssignmentExpression ConditionalExpression
",1
"SequenceExpression AssignmentExpression ConditionalExpression ArrayExpression
",1
"ConditionalExpression ArrayExpression Program ExpressionStatement
",1
"ConditionalExpression SequenceExpression ConditionalExpression AssignmentExpression
",1
"SequenceExpression ConditionalExpression AssignmentExpression ConditionalExpression
",1
"ConditionalExpression AssignmentExpression ConditionalExpression LogicalExpression
",1
"AssignmentExpression ConditionalExpression LogicalExpression CallExpression
",1
"ConditionalExpression AssignmentExpression ConditionalExpression Identifier
",1
"ConditionalExpression AssignmentExpression ConditionalExpression ObjectExpression
",1
"ExpressionStatement ConditionalExpression SequenceExpression AssignmentExpression
",1
"ExpressionStatement ConditionalExpression LogicalExpression AssignmentExpression
",1
"ExpressionStatement SequenceExpression CallExpression ObjectExpression
",1
"SequenceExpression LogicalExpression LogicalExpression Identifier
",1
"CallExpression ObjectExpression Property UnaryExpression
",1
"Property UnaryExpression Literal Program
",1
"ExpressionStatement ConditionalExpression Identifier Program
",1
"BlockStatement ExpressionStatement ConditionalExpression UpdateExpression
",1
"ConditionalExpression UpdateExpression MemberExpression Identifier
",1
"ExpressionStatement ConditionalExpression UpdateExpression MemberExpression
",1
"ExpressionStatement ConditionalExpression CallExpression MemberExpression
",1
"ConditionalExpression CallExpression UnaryExpression Literal
",1
"BlockStatement IfStatement ConditionalExpression BinaryExpression
",1
"FunctionExpression BlockStatement IfStatement ConditionalExpression
",1
"IfStatement ConditionalExpression UpdateExpression MemberExpression
",1
"BlockStatement IfStatement ConditionalExpression UpdateExpression
",1
"IfStatement ConditionalExpression MemberExpression Identifier
",1
"IfStatement ReturnStatement CallExpression Literal
",1
"Program EmptyStatement Program ExpressionStatement
",0
"FunctionDeclaration BlockStatement ExpressionStatement UnaryExpression
",0
"IfStatement BlockStatement ThrowStatement BinaryExpression
",0
"ThrowStatement BinaryExpression BinaryExpression Literal
",0
"ThrowStatement BinaryExpression Literal Program
",0
"IfStatement IfStatement BlockStatement ThrowStatement
",0
"BlockStatement ThrowStatement BinaryExpression Identifier
",0
"ThrowStatement BinaryExpression BinaryExpression Identifier
",0
"BlockStatement ThrowStatement BinaryExpression Literal
",0
"IfStatement BlockStatement ForInStatement VariableDeclaration
",0
"BlockStatement ReturnStatement AssignmentExpression CallExpression
",0
"ReturnStatement ObjectExpression Property Literal
",0
"ReturnStatement ObjectExpression Property ObjectExpression
",0
"Property CallExpression BinaryExpression CallExpression
",0
"FunctionDeclaration BlockStatement ReturnStatement MemberExpression
",0
"ReturnStatement MemberExpression CallExpression Literal
",0
"IfStatement BlockStatement ContinueStatement Program
",0
"IfStatement BlockStatement ThrowStatement CallExpression
",0
"ThrowStatement CallExpression Identifier Program
",0
"ExpressionStatement CallExpression ArrayExpression MemberExpression
",0
"ExpressionStatement CallExpression ArrayExpression Identifier
",0
"FunctionExpression BlockStatement Program ExpressionStatement
",0
"BlockStatement IfStatement UnaryExpression UpdateExpression
",0
"UnaryExpression UpdateExpression Identifier Program
",0
"ThrowStatement CallExpression Literal Program
",0
"BlockStatement ReturnStatement AssignmentExpression NewExpression
",0
"ReturnStatement AssignmentExpression NewExpression Identifier
",0
"FunctionDeclaration BlockStatement IfStatement ThrowStatement
",0
"IfStatement ThrowStatement Literal Program
",0
"ExpressionStatement CallExpression LogicalExpression ThisExpression
",0
"UpdateExpression MemberExpression ThisExpression Program
",0
"ExpressionStatement UpdateExpression MemberExpression ThisExpression
",0
"BlockStatement ForInStatement MemberExpression ThisExpression
",0
"ForInStatement BlockStatement ExpressionStatement CallExpression
",0
"AssignmentExpression CallExpression CallExpression NewExpression
",0
"CallExpression CallExpression NewExpression MemberExpression
",0
"VariableDeclarator BinaryExpression UpdateExpression MemberExpression
",0
"BinaryExpression UpdateExpression MemberExpression Identifier
",0
"FunctionDeclaration BlockStatement FunctionDeclaration Identifier
",0
"BlockStatement FunctionDeclaration BlockStatement FunctionDeclaration
",0
"TryStatement BlockStatement IfStatement IfStatement
",0
"VariableDeclarator UnaryExpression CallExpression Identifier
",0
"IfStatement IfStatement IfStatement IfStatement
",0
"ExpressionStatement AssignmentExpression UnaryExpression CallExpression
",0
"UnaryExpression CallExpression BinaryExpression Identifier
",0
"UnaryExpression CallExpression BinaryExpression Literal
",0
"IfStatement BlockStatement WhileStatement BlockStatement
",0
"BlockStatement WhileStatement BlockStatement VariableDeclaration
",0
"WhileStatement BlockStatement VariableDeclaration VariableDeclarator
",0
"VariableDeclarator UnaryExpression CallExpression MemberExpression
",0
"WhileStatement BlockStatement IfStatement Identifier
",0
"IfStatement UnaryExpression BinaryExpression Identifier
",0
"ExpressionStatement AssignmentExpression AssignmentExpression LogicalExpression
",0
"BlockStatement ExpressionStatement CallExpression ArrayExpression
",0
"CallExpression ArrayExpression BinaryExpression MemberExpression
",0
"ExpressionStatement CallExpression ArrayExpression BinaryExpression
",0
"CallExpression ArrayExpression BinaryExpression Literal
",0
"VariableDeclarator UnaryExpression UnaryExpression MemberExpression
",0
"LogicalExpression CallExpression MemberExpression NewExpression
",0
"ExpressionStatement AssignmentExpression NewExpression CallExpression
",0
"NewExpression CallExpression Identifier Program
",0
"ExpressionStatement CallExpression NewExpression Identifier
",0
"CallExpression ArrayExpression MemberExpression ThisExpression
",0
"ReturnStatement NewExpression MemberExpression ThisExpression
",0
"BlockStatement ExpressionStatement CallExpression NewExpression
",0
"IfStatement IfStatement MemberExpression MemberExpression
",0
"VariableDeclarator ConditionalExpression FunctionExpression Identifier
",0
"VariableDeclarator LogicalExpression MemberExpression ThisExpression
",0
"VariableDeclaration VariableDeclarator ConditionalExpression NewExpression
",0
"ConditionalExpression NewExpression CallExpression Identifier
",0
"VariableDeclarator ConditionalExpression NewExpression CallExpression
",0
"VariableDeclarator ConditionalExpression NewExpression MemberExpression
",0
"VariableDeclarator NewExpression MemberExpression ThisExpression
",0
"ExpressionStatement CallExpression ArrayExpression Literal
",0
"LogicalExpression CallExpression NewExpression Identifier
",0
"LogicalExpression CallExpression NewExpression MemberExpression
",0
"ExpressionStatement LogicalExpression CallExpression NewExpression
",0
"AssignmentExpression ConditionalExpression ObjectExpression Program
",0
"BlockStatement ThrowStatement NewExpression MemberExpression
",0
"IfStatement BlockStatement ThrowStatement NewExpression
",0
"ThrowStatement NewExpression MemberExpression Identifier
",0
"CallExpression NewExpression Literal Program
",0
"CallExpression NewExpression ObjectExpression Property
",0
"ExpressionStatement CallExpression NewExpression ObjectExpression
",0
"NewExpression ObjectExpression Property Identifier
",0
"BlockStatement IfStatement CallExpression ThisExpression
",0
"VariableDeclarator ArrayExpression MemberExpression ThisExpression
",0
"VariableDeclarator ArrayExpression MemberExpression Identifier
",0
"ExpressionStatement CallExpression NewExpression Literal
",0
"ExpressionStatement AssignmentExpression NewExpression MemberExpression
",0
"BlockStatement ExpressionStatement AssignmentExpression UpdateExpression
",0
"AssignmentExpression UpdateExpression Identifier Program
",0
"NewExpression ObjectExpression Property Literal
",0
"NewExpression ObjectExpression Property ThisExpression
",0
"ExpressionStatement CallExpression ArrayExpression Program
",0
"BlockStatement ExpressionStatement AssignmentExpression ThisExpression
",0
"SwitchCase IfStatement BinaryExpression Identifier
",0
"SwitchCase IfStatement BinaryExpression MemberExpression
",0
"SwitchCase IfStatement BlockStatement ExpressionStatement
",0
"SwitchCase ExpressionStatement AssignmentExpression MemberExpression
",0
"SwitchCase ExpressionStatement AssignmentExpression CallExpression
",0
"ExpressionStatement CallExpression NewExpression MemberExpression
",0
"ReturnStatement CallExpression BinaryExpression CallExpression
",0
"CallExpression BinaryExpression CallExpression ArrayExpression
",0
"TryStatement BlockStatement IfStatement BinaryExpression
",0
"ExpressionStatement AssignmentExpression ThisExpression Program
",0
"IfStatement BlockStatement ForInStatement MemberExpression
",0
"ForInStatement MemberExpression ThisExpression Program
",0
"VariableDeclarator NewExpression ThisExpression Program
",0
"VariableDeclarator FunctionExpression BlockStatement Program
",0
"CatchClause BlockStatement IfStatement MemberExpression
",0
"CatchClause BlockStatement IfStatement BlockStatement
",0
"CatchClause BlockStatement IfStatement BinaryExpression
",0
"BlockStatement ThrowStatement Identifier Program
",0
"VariableDeclarator FunctionExpression BlockStatement ForInStatement
",0
"ExpressionStatement AssignmentExpression UnaryExpression UnaryExpression
",0
"MemberExpression MemberExpression ArrayExpression Program
",0
"ReturnStatement FunctionExpression BlockStatement TryStatement
",0
"VariableDeclarator NewExpression ObjectExpression Property
",0
"VariableDeclaration VariableDeclarator NewExpression ObjectExpression
",0
"NewExpression ObjectExpression Property MemberExpression
",0
"VariableDeclaration VariableDeclarator NewExpression ConditionalExpression
",0
"NewExpression ConditionalExpression BinaryExpression MemberExpression
",0
"NewExpression ConditionalExpression BinaryExpression Identifier
",0
"VariableDeclarator NewExpression ConditionalExpression NewExpression
",0
