ngrams,class
"SwitchStatement SwitchCase ReturnStatement Literal
",1
"SwitchStatement SwitchCase ReturnStatement CallExpression
",1
"SwitchCase ReturnStatement CallExpression MemberExpression
",1
"LogicalExpression UnaryExpression Identifier Program
",1
"IfStatement LogicalExpression UnaryExpression CallExpression
",1
"UnaryExpression CallExpression MemberExpression Identifier
",1
"LogicalExpression UnaryExpression CallExpression MemberExpression
",1
"IfStatement BlockStatement BreakStatement Program
",1
"AssignmentExpression MemberExpression Literal Program
",1
"IfStatement MemberExpression ThisExpression Program
",1
"IfStatement BlockStatement IfStatement UnaryExpression
",1
"CallExpression BinaryExpression MemberExpression ThisExpression
",1
"LogicalExpression CallExpression MemberExpression ThisExpression
",1
"IfStatement BlockStatement IfStatement MemberExpression
",1
"IfStatement LogicalExpression LogicalExpression LogicalExpression
",1
"LogicalExpression LogicalExpression LogicalExpression BinaryExpression
",1
"IfStatement LogicalExpression MemberExpression ThisExpression
",1
"IfStatement LogicalExpression Identifier Program
",1
"VariableDeclaration VariableDeclarator MemberExpression ThisExpression
",1
"BlockStatement IfStatement MemberExpression MemberExpression
",1
"IfStatement MemberExpression MemberExpression Identifier
",1
"FunctionExpression BlockStatement ReturnStatement NewExpression
",1
"IfStatement LogicalExpression BinaryExpression UnaryExpression
",1
"BinaryExpression Literal Program IfStatement
",1
"MemberExpression Identifier Program IfStatement
",1
"Program IfStatement BlockStatement ExpressionStatement
",1
"CallExpression Identifier Program IfStatement
",1
"Literal Program IfStatement BlockStatement
",1
"IfStatement IfStatement LogicalExpression BinaryExpression
",1
"AssignmentExpression Identifier Program IfStatement
",1
"FunctionDeclaration Identifier Program ExpressionStatement
",1
"CallExpression FunctionExpression BlockStatement FunctionDeclaration
",1
"AssignmentExpression ObjectExpression Program ExpressionStatement
",1
"BlockStatement FunctionDeclaration BlockStatement ReturnStatement
",1
"VariableDeclarator BinaryExpression CallExpression MemberExpression
",1
"CallExpression MemberExpression CallExpression Literal
",1
"ConditionalExpression ConditionalExpression BinaryExpression Identifier
",1
"BlockStatement IfStatement BlockStatement TryStatement
",1
"BlockStatement Program ExpressionStatement CallExpression
",1
"FunctionDeclaration BlockStatement ReturnStatement Identifier
",1
"BlockStatement FunctionDeclaration BlockStatement ForInStatement
",1
"FunctionDeclaration BlockStatement ForInStatement BlockStatement
",1
"ForInStatement BlockStatement IfStatement LogicalExpression
",1
"ContinueStatement Program ExpressionStatement CallExpression
",1
"FunctionDeclaration BlockStatement IfStatement ReturnStatement
",1
"IfStatement ReturnStatement CallExpression MemberExpression
",1
"BlockStatement VariableDeclaration VariableDeclarator UnaryExpression
",1
"BlockStatement ReturnStatement BinaryExpression Identifier
",1
"VariableDeclaration VariableDeclarator CallExpression FunctionExpression
",1
"FunctionDeclaration BlockStatement ReturnStatement CallExpression
",1
"WhileStatement MemberExpression Identifier Program
",1
"LogicalExpression UnaryExpression CallExpression Identifier
",1
"BlockStatement IfStatement ReturnStatement Program
",1
"ReturnStatement Program ExpressionStatement CallExpression
",1
"IfStatement ReturnStatement Program ExpressionStatement
",1
"LogicalExpression LogicalExpression UnaryExpression CallExpression
",1
"ConditionalExpression LogicalExpression BinaryExpression Identifier
",1
"ConditionalExpression LogicalExpression BinaryExpression Literal
",1
"ArrayExpression Program ExpressionStatement CallExpression
",1
"ExpressionStatement LogicalExpression CallExpression MemberExpression
",1
"FunctionDeclaration BlockStatement WhileStatement BlockStatement
",1
"AssignmentExpression LogicalExpression Identifier Program
",1
"FunctionDeclaration BlockStatement ForStatement AssignmentExpression
",1
"ForStatement BlockStatement IfStatement LogicalExpression
",1
"ForStatement BlockStatement IfStatement ExpressionStatement
",1
"ExpressionStatement AssignmentExpression ConditionalExpression Identifier
",1
"ExpressionStatement AssignmentExpression ConditionalExpression LogicalExpression
",1
"ConditionalExpression LogicalExpression MemberExpression Identifier
",1
"AssignmentExpression ConditionalExpression Literal Program
",1
"VariableDeclaration VariableDeclarator LogicalExpression MemberExpression
",1
"FunctionDeclaration BlockStatement ReturnStatement BinaryExpression
",1
"ConditionalExpression BinaryExpression UnaryExpression Identifier
",1
"BlockStatement ReturnStatement FunctionExpression Identifier
",1
"BlockStatement ReturnStatement FunctionExpression BlockStatement
",1
"FunctionDeclaration BlockStatement ReturnStatement FunctionExpression
",1
"ReturnStatement FunctionExpression BlockStatement ExpressionStatement
",1
"ReturnStatement FunctionExpression BlockStatement VariableDeclaration
",1
"VariableDeclarator ConditionalExpression Identifier Program
",1
"VariableDeclaration VariableDeclarator ConditionalExpression MemberExpression
",1
"LogicalExpression LogicalExpression Identifier Program
",1
"LogicalExpression BinaryExpression UnaryExpression Identifier
",1
"ConditionalExpression LogicalExpression Identifier Program
",1
"ObjectExpression Program ExpressionStatement CallExpression
",1
"BlockStatement ExpressionStatement LogicalExpression Identifier
",1
"BlockStatement ExpressionStatement LogicalExpression CallExpression
",1
"ExpressionStatement LogicalExpression CallExpression Identifier
",1
"FunctionDeclaration BlockStatement IfStatement Identifier
",1
"BreakStatement Program ExpressionStatement CallExpression
",1
"BlockStatement IfStatement BlockStatement BreakStatement
",1
"BlockStatement ForInStatement BlockStatement ExpressionStatement
",1
"ForInStatement MemberExpression Identifier Program
",1
"MemberExpression BinaryExpression Identifier Program
",1
"IfStatement BlockStatement IfStatement IfStatement
",1
"IfStatement IfStatement LogicalExpression Identifier
",1
"ReturnStatement ObjectExpression Property Identifier
",1
"TryStatement CatchClause BlockStatement ReturnStatement
",1
"BlockStatement ReturnStatement ObjectExpression Property
",1
"ConditionalExpression BinaryExpression BinaryExpression BinaryExpression
",1
"FunctionDeclaration BlockStatement ReturnStatement ObjectExpression
",1
"BlockStatement FunctionDeclaration BlockStatement TryStatement
",1
"BlockStatement TryStatement BlockStatement ReturnStatement
",1
"BlockStatement ReturnStatement NewExpression MemberExpression
",1
"NewExpression MemberExpression Identifier Program
",1
"FunctionDeclaration BlockStatement TryStatement BlockStatement
",1
"CatchClause BlockStatement Program ExpressionStatement
",1
"FunctionDeclaration BlockStatement TryStatement CatchClause
",1
"CallExpression FunctionExpression BlockStatement ForStatement
",1
"VariableDeclarator CallExpression FunctionExpression BlockStatement
",1
"FunctionExpression BlockStatement ExpressionStatement UnaryExpression
",1
"ExpressionStatement UnaryExpression MemberExpression Identifier
",1
"VariableDeclarator FunctionExpression BlockStatement VariableDeclaration
",1
"VariableDeclarator LogicalExpression Identifier Program
",1
"VariableDeclaration VariableDeclarator LogicalExpression CallExpression
",1
"VariableDeclarator CallExpression BinaryExpression Identifier
",1
"VariableDeclarator LogicalExpression Literal Program
",1
"VariableDeclarator FunctionExpression BlockStatement ForStatement
",1
"CallExpression ArrayExpression Identifier Program
",1
"CallExpression ObjectExpression Property Identifier
",1
"Property CallExpression MemberExpression Identifier
",1
"ObjectExpression Property CallExpression MemberExpression
",1
"ObjectExpression Property ObjectExpression Program
",1
"Property FunctionExpression BlockStatement ForStatement
",1
"ArrayExpression Identifier Program ExpressionStatement
",1
"VariableDeclaration VariableDeclarator ObjectExpression Program
",1
"UpdateExpression MemberExpression Identifier Program
",1
"ForInStatement BlockStatement ExpressionStatement AssignmentExpression
",1
"ForInStatement BlockStatement IfStatement CallExpression
",1
"CallExpression FunctionExpression BlockStatement ForInStatement
",1
"IfStatement BlockStatement ForStatement AssignmentExpression
",1
"AssignmentExpression AssignmentExpression Identifier Program
",1
"ConditionalExpression ConditionalExpression BinaryExpression MemberExpression
",1
"VariableDeclarator FunctionExpression BlockStatement ExpressionStatement
",1
"AssignmentExpression ArrayExpression Literal Program
",1
"AssignmentExpression ConditionalExpression BinaryExpression Identifier
",1
"AssignmentExpression ConditionalExpression LogicalExpression MemberExpression
",1
"LogicalExpression LogicalExpression CallExpression MemberExpression
",1
"ConditionalExpression ConditionalExpression MemberExpression Identifier
",1
"VariableDeclaration VariableDeclarator CallExpression CallExpression
",1
"VariableDeclarator CallExpression CallExpression MemberExpression
",1
"ReturnStatement CallExpression CallExpression Identifier
",1
"AssignmentExpression AssignmentExpression FunctionExpression BlockStatement
",1
"AssignmentExpression ConditionalExpression LogicalExpression Identifier
",1
"ConditionalExpression ObjectExpression Program ExpressionStatement
",1
"ReturnStatement BinaryExpression CallExpression MemberExpression
",1
"ReturnStatement BinaryExpression CallExpression Identifier
",1
"Property FunctionExpression BlockStatement TryStatement
",1
"BlockStatement TryStatement BlockStatement IfStatement
",1
"IfStatement LogicalExpression LogicalExpression UnaryExpression
",1
"ThrowStatement NewExpression Identifier Program
",1
"ConditionalExpression LogicalExpression BinaryExpression UnaryExpression
",1
"CallExpression ArrayExpression Program ExpressionStatement
",1
"NewExpression Literal Program ExpressionStatement
",1
"CatchClause BlockStatement ExpressionStatement AssignmentExpression
",1
"Property FunctionExpression BlockStatement Program
",1
"VariableDeclarator LogicalExpression CallExpression MemberExpression
",1
"VariableDeclarator LogicalExpression CallExpression Identifier
",1
"IfStatement BinaryExpression CallExpression MemberExpression
",1
"IfStatement BinaryExpression CallExpression Identifier
",1
"ConditionalExpression FunctionExpression Identifier Program
",1
"ConditionalExpression CallExpression Literal Program
",1
"VariableDeclaration VariableDeclarator LogicalExpression Identifier
",1
"IfStatement BlockStatement ExpressionStatement LogicalExpression
",1
"TryStatement BlockStatement ExpressionStatement CallExpression
",1
"ExpressionStatement AssignmentExpression ConditionalExpression CallExpression
",1
"VariableDeclarator ObjectExpression Property FunctionExpression
",1
"UnaryExpression UnaryExpression Identifier Program
",1
"BlockStatement ExpressionStatement CallExpression ConditionalExpression
",1
"ConditionalExpression FunctionExpression BlockStatement VariableDeclaration
",1
"ConditionalExpression FunctionExpression BlockStatement ExpressionStatement
",1
"VariableDeclaration VariableDeclarator ConditionalExpression LogicalExpression
",1
"VariableDeclarator ConditionalExpression CallExpression MemberExpression
",1
"FunctionExpression BlockStatement ReturnStatement FunctionExpression
",1
"ReturnStatement FunctionExpression Identifier Program
",1
"AssignmentExpression ThisExpression Program ExpressionStatement
",1
"AssignmentExpression ObjectExpression Property CallExpression
",1
"CallExpression FunctionExpression BlockStatement TryStatement
",1
"BlockStatement ExpressionStatement UnaryExpression MemberExpression
",1
"TryStatement BlockStatement ExpressionStatement UnaryExpression
",1
"MemberExpression MemberExpression CallExpression MemberExpression
",1
"AssignmentExpression BinaryExpression MemberExpression MemberExpression
",1
"LogicalExpression BinaryExpression UnaryExpression MemberExpression
",1
"Property ObjectExpression Program ExpressionStatement
",1
"ObjectExpression Property ObjectExpression Property
",1
"Property ObjectExpression Property Identifier
",1
"IfStatement UnaryExpression CallExpression MemberExpression
",1
"ExpressionStatement UnaryExpression MemberExpression MemberExpression
",1
"IfStatement BlockStatement ExpressionStatement UnaryExpression
",1
"ExpressionStatement CallExpression ThisExpression Program
",1
"CallExpression ArrayExpression MemberExpression Identifier
",1
"Property CallExpression FunctionExpression BlockStatement
",1
"ObjectExpression Property CallExpression FunctionExpression
",1
"VariableDeclaration VariableDeclarator CallExpression ThisExpression
",1
"CallExpression LogicalExpression Identifier Program
",1
"BlockStatement ReturnStatement CallExpression ArrayExpression
",1
"BlockStatement ReturnStatement CallExpression BinaryExpression
",1
"ReturnStatement CallExpression BinaryExpression Literal
",1
"BlockStatement ExpressionStatement CallExpression ThisExpression
",1
"ForStatement BlockStatement IfStatement IfStatement
",1
"BlockStatement IfStatement BlockStatement WhileStatement
",1
"BlockStatement ReturnStatement ConditionalExpression Literal
",1
"LogicalExpression UnaryExpression BinaryExpression Identifier
",1
"AssignmentExpression BinaryExpression CallExpression Identifier
",1
"BlockStatement ReturnStatement Program ExpressionStatement
",1
"Property ObjectExpression Property Literal
",1
"ConditionalExpression LogicalExpression LogicalExpression MemberExpression
",1
"FunctionExpression BlockStatement ReturnStatement AssignmentExpression
",1
"ReturnStatement ConditionalExpression MemberExpression MemberExpression
",1
"AssignmentExpression LogicalExpression ObjectExpression Program
",1
"CallExpression ObjectExpression Property MemberExpression
",1
"Property CallExpression Literal Program
",1
"ConditionalExpression NewExpression Identifier Program
",1
"ConditionalExpression NewExpression MemberExpression Identifier
",1
"ConditionalExpression ConditionalExpression NewExpression Identifier
",1
"AssignmentExpression ConditionalExpression NewExpression MemberExpression
",1
"AssignmentExpression ConditionalExpression NewExpression Identifier
",1
"AssignmentExpression ConditionalExpression BinaryExpression Literal
",1
"BlockStatement ExpressionStatement AssignmentExpression ArrayExpression
",1
"LogicalExpression ThisExpression Program ExpressionStatement
",1
"ObjectExpression Property ThisExpression Program
",1
"IfStatement LogicalExpression LogicalExpression CallExpression
",1
"VariableDeclaration VariableDeclarator ConditionalExpression CallExpression
",1
"AssignmentExpression LogicalExpression LogicalExpression Identifier
",1
"BlockStatement VariableDeclaration VariableDeclarator ThisExpression
",1
"VariableDeclarator ThisExpression Program ExpressionStatement
",1
"IfStatement IfStatement UnaryExpression Identifier
",1
"BlockStatement IfStatement IfStatement IfStatement
",1
"IfStatement IfStatement IfStatement BlockStatement
",1
"ReturnStatement FunctionExpression BlockStatement ReturnStatement
",1
"BlockStatement ForInStatement MemberExpression Identifier
",1
"BlockStatement IfStatement BreakStatement Program
",1
"VariableDeclarator ConditionalExpression LogicalExpression LogicalExpression
",1
"ExpressionStatement LogicalExpression Identifier Program
",1
"CallExpression ConditionalExpression BinaryExpression Identifier
",1
"VariableDeclarator CallExpression FunctionExpression Identifier
",1
"VariableDeclarator FunctionExpression BlockStatement IfStatement
",1
"ForStatement BlockStatement IfStatement MemberExpression
",1
"AssignmentExpression CallExpression CallExpression Literal
",1
"FunctionDeclaration BlockStatement Program ExpressionStatement
",1
"MemberExpression ArrayExpression Program ExpressionStatement
",1
"NewExpression BinaryExpression Identifier Program
",1
"TryStatement BlockStatement ReturnStatement CallExpression
",1
"VariableDeclaration VariableDeclarator UnaryExpression CallExpression
",1
"BinaryExpression MemberExpression CallExpression Literal
",1
"TryStatement CatchClause BlockStatement ExpressionStatement
",1
"ConditionalExpression BinaryExpression MemberExpression Literal
",1
"IfStatement BlockStatement ExpressionStatement UpdateExpression
",1
"ExpressionStatement UpdateExpression Identifier Program
",1
"SwitchStatement SwitchCase IfStatement BinaryExpression
",1
"SwitchStatement SwitchCase ExpressionStatement AssignmentExpression
",1
"BlockStatement SwitchStatement SwitchCase ExpressionStatement
",1
"SwitchCase ExpressionStatement AssignmentExpression Identifier
",1
"ObjectExpression Property CallExpression Literal
",1
"ReturnStatement BinaryExpression MemberExpression MemberExpression
",1
"ConditionalExpression FunctionExpression BlockStatement ForStatement
",1
"BlockStatement ThrowStatement NewExpression BinaryExpression
",1
"ThrowStatement NewExpression BinaryExpression Identifier
",1
"VariableDeclaration VariableDeclarator ArrayExpression Literal
",1
"VariableDeclarator ArrayExpression Literal Program
",1
"AssignmentExpression LogicalExpression LogicalExpression CallExpression
",1
"NewExpression CallExpression Literal Program
",1
"VariableDeclarator ConditionalExpression LogicalExpression BinaryExpression
",1
"VariableDeclarator ConditionalExpression BinaryExpression UnaryExpression
",1
"VariableDeclarator CallExpression CallExpression Literal
",1
"CallExpression MemberExpression MemberExpression ArrayExpression
",1
"ExpressionStatement CallExpression ConditionalExpression BinaryExpression
",1
"FunctionExpression BlockStatement ReturnStatement ObjectExpression
",1
"VariableDeclaration VariableDeclarator LogicalExpression Literal
",1
"ExpressionStatement AssignmentExpression LogicalExpression LogicalExpression
",1
"ExpressionStatement AssignmentExpression ObjectExpression Program
",1
"BinaryExpression MemberExpression MemberExpression MemberExpression
",1
"ConditionalExpression BinaryExpression MemberExpression MemberExpression
",1
"TryStatement CatchClause BlockStatement IfStatement
",1
"CatchClause BlockStatement ExpressionStatement CallExpression
",1
"VariableDeclaration VariableDeclarator ConditionalExpression FunctionExpression
",1
"VariableDeclarator ConditionalExpression FunctionExpression BlockStatement
",1
"TryStatement BlockStatement IfStatement BlockStatement
",1
"VariableDeclarator ArrayExpression Identifier Program
",1
"VariableDeclaration VariableDeclarator ConditionalExpression ObjectExpression
",1
"IfStatement ExpressionStatement AssignmentExpression Literal
",1
"BinaryExpression CallExpression ArrayExpression Identifier
",1
"VariableDeclarator LogicalExpression CallExpression Literal
",1
"ObjectExpression Property ArrayExpression Program
",1
"ForStatement VariableDeclaration VariableDeclarator MemberExpression
",1
"CallExpression NewExpression Identifier Program
",1
"AssignmentExpression FunctionExpression BlockStatement Program
",1
"BlockStatement ThrowStatement BinaryExpression BinaryExpression
",1
"FunctionDeclaration BlockStatement ForInStatement VariableDeclaration
",1
"ForInStatement VariableDeclaration VariableDeclarator Identifier
",1
"FunctionDeclaration BlockStatement ForStatement VariableDeclaration
",1
"VariableDeclarator NewExpression MemberExpression Identifier
",1
"VariableDeclaration VariableDeclarator NewExpression MemberExpression
",1
"SwitchCase ExpressionStatement LogicalExpression MemberExpression
",1
"SwitchStatement SwitchCase ExpressionStatement LogicalExpression
",1
"SwitchCase ExpressionStatement LogicalExpression CallExpression
",1
"SwitchCase ExpressionStatement CallExpression MemberExpression
",1
"SwitchStatement SwitchCase ExpressionStatement CallExpression
",1
"ReturnStatement BinaryExpression BinaryExpression BinaryExpression
",1
"CallExpression MemberExpression MemberExpression CallExpression
",1
"MemberExpression MemberExpression CallExpression Identifier
",1
"ReturnStatement MemberExpression MemberExpression ThisExpression
",1
"AssignmentExpression NewExpression MemberExpression Identifier
",1
"AssignmentExpression NewExpression Literal Program
",1
"CallExpression ConditionalExpression Literal Program
",1
"ExpressionStatement CallExpression CallExpression Literal
",1
"MemberExpression NewExpression Identifier Program
",1
"CallExpression BinaryExpression CallExpression MemberExpression
",1
"BlockStatement ExpressionStatement AssignmentExpression Identifier
",0
"ExpressionStatement CallExpression Identifier Program
",0
"IfStatement BlockStatement ExpressionStatement CallExpression
",0
"AssignmentExpression MemberExpression Identifier Program
",0
"ExpressionStatement AssignmentExpression MemberExpression Identifier
",0
"MemberExpression MemberExpression Identifier Program
",0
"CallExpression MemberExpression Identifier Program
",0
"BlockStatement ExpressionStatement AssignmentExpression MemberExpression
",0
"BlockStatement ExpressionStatement CallExpression MemberExpression
",0
"IfStatement BlockStatement ExpressionStatement AssignmentExpression
",0
"BlockStatement IfStatement BinaryExpression MemberExpression
",0
"IfStatement MemberExpression Identifier Program
",0
"ExpressionStatement AssignmentExpression Identifier Program
",0
"BinaryExpression MemberExpression Identifier Program
",0
"BlockStatement ExpressionStatement CallExpression Identifier
",0
"BlockStatement IfStatement BlockStatement ExpressionStatement
",0
"BlockStatement ExpressionStatement CallExpression Literal
",0
"Identifier Program FunctionDeclaration BlockStatement
",0
"MemberExpression Identifier Program FunctionDeclaration
",0
"BlockStatement IfStatement IfStatement BlockStatement
",0
"IfStatement BinaryExpression Literal Program
",0
"FunctionDeclaration BlockStatement IfStatement BlockStatement
",0
"IfStatement IfStatement BlockStatement ExpressionStatement
",0
"IfStatement BinaryExpression MemberExpression Identifier
",0
"BlockStatement ExpressionStatement AssignmentExpression Literal
",0
"ExpressionStatement AssignmentExpression Literal Program
",0
"Literal Program FunctionDeclaration BlockStatement
",0
"AssignmentExpression Identifier Program FunctionDeclaration
",0
"ExpressionStatement CallExpression MemberExpression Identifier
",0
"VariableDeclaration VariableDeclarator Identifier Program
",0
"IfStatement BlockStatement VariableDeclaration VariableDeclarator
",0
"AssignmentExpression MemberExpression MemberExpression Identifier
",0
"ExpressionStatement CallExpression Literal Program
",0
"CallExpression MemberExpression MemberExpression Identifier
",0
"BlockStatement IfStatement BinaryExpression Literal
",0
"AssignmentExpression CallExpression MemberExpression Identifier
",0
"BinaryExpression MemberExpression MemberExpression Identifier
",0
"FunctionDeclaration BlockStatement IfStatement BinaryExpression
",0
"FunctionDeclaration BlockStatement IfStatement MemberExpression
",0
"Program FunctionDeclaration Identifier Program
",0
"Identifier Program FunctionDeclaration Identifier
",0
"FunctionDeclaration Identifier Program FunctionDeclaration
",0
"CallExpression Identifier Program FunctionDeclaration
",0
"BinaryExpression Literal Program FunctionDeclaration
",0
"ExpressionStatement AssignmentExpression MemberExpression MemberExpression
",0
"FunctionDeclaration BlockStatement FunctionDeclaration BlockStatement
",0
"ExpressionStatement CallExpression FunctionExpression BlockStatement
",0
"BlockStatement FunctionDeclaration BlockStatement ExpressionStatement
",0
"FunctionDeclaration BlockStatement ExpressionStatement CallExpression
",0
"VariableDeclaration VariableDeclarator CallExpression MemberExpression
",0
"IfStatement BinaryExpression UnaryExpression MemberExpression
",0
"BlockStatement FunctionDeclaration BlockStatement IfStatement
",0
"BinaryExpression UnaryExpression MemberExpression Identifier
",0
"ExpressionStatement AssignmentExpression CallExpression MemberExpression
",0
"BlockStatement FunctionDeclaration BlockStatement ForStatement
",0
"ForStatement BinaryExpression MemberExpression Identifier
",0
"FunctionDeclaration BlockStatement ForStatement BlockStatement
",0
"BlockStatement ForStatement BlockStatement IfStatement
",0
"BlockStatement ForStatement BlockStatement ExpressionStatement
",0
"ForStatement BlockStatement ExpressionStatement AssignmentExpression
",0
"BlockStatement WhileStatement BlockStatement ExpressionStatement
",0
"WhileStatement BlockStatement ExpressionStatement AssignmentExpression
",0
"BlockStatement IfStatement IfStatement MemberExpression
",0
"FunctionDeclaration BlockStatement IfStatement IfStatement
",0
"Program ExpressionStatement AssignmentExpression MemberExpression
",0
"Identifier Program ExpressionStatement AssignmentExpression
",0
"AssignmentExpression Literal Program FunctionDeclaration
",0
"CallExpression Literal Program FunctionDeclaration
",0
"BinaryExpression BinaryExpression Identifier Program
",0
"CallExpression MemberExpression CallExpression MemberExpression
",0
"BlockStatement VariableDeclaration VariableDeclarator CallExpression
",0
"CallExpression CallExpression MemberExpression Identifier
",0
"BlockStatement VariableDeclaration VariableDeclarator Identifier
",0
"BlockStatement VariableDeclaration VariableDeclarator MemberExpression
",0
"VariableDeclaration VariableDeclarator MemberExpression Identifier
",0
"ExpressionStatement AssignmentExpression FunctionExpression BlockStatement
",0
"BlockStatement ExpressionStatement AssignmentExpression CallExpression
",0
"ExpressionStatement AssignmentExpression CallExpression Identifier
",0
"BlockStatement ExpressionStatement UpdateExpression Identifier
",0
"Program FunctionDeclaration BlockStatement FunctionDeclaration
",0
"Program FunctionDeclaration BlockStatement ReturnStatement
",0
"IfStatement IfStatement MemberExpression Identifier
",0
"FunctionExpression BlockStatement ExpressionStatement CallExpression
",0
"UnaryExpression MemberExpression Identifier Program
",0
"BlockStatement ReturnStatement MemberExpression Identifier
",0
"FunctionExpression BlockStatement IfStatement BlockStatement
",0
"IfStatement IfStatement BlockStatement VariableDeclaration
",0
"MemberExpression CallExpression MemberExpression Identifier
",0
"BlockStatement ReturnStatement MemberExpression MemberExpression
",0
"ReturnStatement MemberExpression MemberExpression Identifier
",0
"ExpressionStatement AssignmentExpression FunctionExpression Identifier
",0
"CallExpression FunctionExpression BlockStatement IfStatement
",0
"BlockStatement IfStatement LogicalExpression BinaryExpression
",0
"ExpressionStatement CallExpression MemberExpression MemberExpression
",0
"IfStatement CallExpression MemberExpression Identifier
",0
"BlockStatement IfStatement CallExpression MemberExpression
",0
"BlockStatement ExpressionStatement CallExpression BinaryExpression
",0
"VariableDeclaration VariableDeclarator MemberExpression MemberExpression
",0
"IfStatement LogicalExpression BinaryExpression Identifier
",0
"MemberExpression CallExpression MemberExpression MemberExpression
",0
"VariableDeclaration VariableDeclarator Literal Program
",0
"ForStatement BinaryExpression Identifier Program
",0
"BlockStatement ForStatement BinaryExpression MemberExpression
",0
"ForStatement UpdateExpression Identifier Program
",0
"VariableDeclarator CallExpression MemberExpression Identifier
",0
"BlockStatement IfStatement BinaryExpression Identifier
",0
"LogicalExpression BinaryExpression Identifier Program
",0
"ForStatement BlockStatement IfStatement BlockStatement
",0
"BlockStatement ExpressionStatement AssignmentExpression BinaryExpression
",0
"BinaryExpression CallExpression Identifier Program
",0
"BlockStatement ReturnStatement Identifier Program
",0
"BlockStatement VariableDeclaration VariableDeclarator ConditionalExpression
",0
"IfStatement IfStatement BlockStatement IfStatement
",0
"BlockStatement ForStatement BinaryExpression Identifier
",0
"BlockStatement ForStatement UpdateExpression Identifier
",0
"BlockStatement IfStatement BlockStatement VariableDeclaration
",0
"VariableDeclarator MemberExpression MemberExpression Identifier
",0
"CallExpression MemberExpression ThisExpression Program
",0
"BlockStatement IfStatement BlockStatement ReturnStatement
",0
"BlockStatement IfStatement BlockStatement ForStatement
",0
"IfStatement BlockStatement ForStatement BinaryExpression
",0
"IfStatement BlockStatement ForStatement BlockStatement
",0
"MemberExpression MemberExpression MemberExpression Identifier
",0
"BlockStatement ExpressionStatement CallExpression CallExpression
",0
"ExpressionStatement CallExpression BinaryExpression Literal
",0
"BlockStatement ForStatement AssignmentExpression Identifier
",0
"BlockStatement ForStatement AssignmentExpression Literal
",0
"VariableDeclarator CallExpression MemberExpression MemberExpression
",0
"VariableDeclarator CallExpression MemberExpression CallExpression
",0
"VariableDeclaration VariableDeclarator ConditionalExpression Identifier
",0
"IfStatement BinaryExpression MemberExpression MemberExpression
",0
"IfStatement BlockStatement ReturnStatement Identifier
",0
"Program FunctionDeclaration BlockStatement ExpressionStatement
",0
"UnaryExpression Literal Program FunctionDeclaration
",0
"BinaryExpression Identifier Program FunctionDeclaration
",0
"UpdateExpression Identifier Program FunctionDeclaration
",0
"ForStatement BinaryExpression MemberExpression MemberExpression
",0
"Program FunctionDeclaration BlockStatement IfStatement
",0
"CallExpression FunctionExpression BlockStatement ExpressionStatement
",0
"AssignmentExpression FunctionExpression Identifier Program
",0
"AssignmentExpression FunctionExpression BlockStatement ExpressionStatement
",0
"CallExpression Literal Program ExpressionStatement
",0
"AssignmentExpression BinaryExpression Literal Program
",0
"VariableDeclarator MemberExpression Identifier Program
",0
"AssignmentExpression Identifier Program ExpressionStatement
",0
"WhileStatement BlockStatement ExpressionStatement CallExpression
",0
"ReturnStatement Identifier Program FunctionDeclaration
",0
"Literal Program FunctionDeclaration Identifier
",0
"FunctionExpression BlockStatement ExpressionStatement AssignmentExpression
",0
"CallExpression FunctionExpression Identifier Program
",0
"Program ExpressionStatement CallExpression FunctionExpression
",0
"BlockStatement ExpressionStatement CallExpression FunctionExpression
",0
"VariableDeclarator ObjectExpression Program ExpressionStatement
",0
"BlockStatement VariableDeclaration VariableDeclarator ArrayExpression
",0
"VariableDeclarator ArrayExpression Program ExpressionStatement
",0
"BlockStatement FunctionDeclaration Identifier Program
",0
"BlockStatement FunctionDeclaration BlockStatement VariableDeclaration
",0
"FunctionDeclaration BlockStatement VariableDeclaration VariableDeclarator
",0
"FunctionDeclaration BlockStatement ExpressionStatement AssignmentExpression
",0
"BlockStatement ExpressionStatement AssignmentExpression ObjectExpression
",0
"FunctionExpression BlockStatement IfStatement IfStatement
",0
"BlockStatement IfStatement IfStatement BinaryExpression
",0
"IfStatement BinaryExpression Identifier Program
",0
"VariableDeclaration VariableDeclarator BinaryExpression BinaryExpression
",0
"BlockStatement VariableDeclaration VariableDeclarator BinaryExpression
",0
"BinaryExpression CallExpression MemberExpression CallExpression
",0
"FunctionExpression BlockStatement IfStatement MemberExpression
",0
"BlockStatement IfStatement MemberExpression Identifier
",0
"IfStatement BlockStatement TryStatement BlockStatement
",0
"FunctionExpression BlockStatement IfStatement LogicalExpression
",0
"BinaryExpression UnaryExpression Identifier Program
",0
"IfStatement LogicalExpression BinaryExpression MemberExpression
",0
"LogicalExpression BinaryExpression MemberExpression Identifier
",0
"FunctionExpression BlockStatement IfStatement BinaryExpression
",0
"BlockStatement IfStatement Identifier Program
",0
"BlockStatement IfStatement BinaryExpression UnaryExpression
",0
"AssignmentExpression CallExpression Identifier Program
",0
"Property Literal Program ExpressionStatement
",0
"ObjectExpression Property Literal Program
",0
"BlockStatement IfStatement BlockStatement IfStatement
",0
"ExpressionStatement CallExpression BinaryExpression BinaryExpression
",0
"BinaryExpression BinaryExpression BinaryExpression Identifier
",0
